DC02000000000000, Anti-Radar
79EE42D730E81D00, Su-22M4P
B30A695731E81D00, Su-24M
2C7D439E31E81D00, Su-25T
F06CC61032E81D00, Su-27S
B319431732E81D00, Su-27M
93D4541D32E81D00, SU-27SK
A6AC6BB75AEB1D00, SUPER PUMA
B5EAF8715DEB1D00, F.O.B.
EAEDAEECECF21D00, Swingfire
6E9E9BD765181E00, T-55M MATTI
6ABCBA9C70181E00, QBZ-56-I
48729F1933201E00, T-72B Obr 1987
4A729F1933201E00, T-72B Obr 1989
70EC86C235201E00, T-72M2 WILK
5DC77DD717241E00, T-80UM
381DD39521241E00, T815 KOLOS
DA425D4B379B1E00, TAN-SAM SHORT ARROW
C721DD9519AB1E00, TELAKRH 66
0222DD9519AB1E00, TELAKRH 71
4522DD9519AB1E00, TELAKRH 84
4290CFE669DE1E00, Trabant01
88D045CBECF21E00, Twin AGS-17
74AE2FE5ECF21E00, Twin Autocannon
D38410815AFB1E00, HUJIAN
EE0D09835AFB1E00, #command TYPE 21
93D418865AFB1E00, ZZC-55 #reco1
93D41C865AFB1E00, ZZC-56  #reco1
91C61D865AFB1E00, Type 56
DA4205875AFB1E00, RENSOU 106mm
DA4209875AFB1E00, ROKU-ICHI SHIKI
93D40C875AFB1E00, ZTQ-62  #reco1
93D410875AFB1E00, PGZ-63
91C629875AFB1E00, Type 69
93D404885AFB1E00, PLZ-70
DA4215885AFB1E00, 105 SP
DA4219885AFB1E00, 155 SP
93D420885AFB1E00, ZBD-86
93D404895AFB1E00, ZTZ-80
93D408895AFB1E00, PHL-81
93D410895AFB1E00, PLZ-83
DA4221895AFB1E00, HACHI-NANA SHIKI #reco1
93D424895AFB1E00, ZTZ-88B
57D725895AFB1E00, SEA BUSTER
DA4229895AFB1E00, HACHI-KYU SHIKI
DA421D8A5AFB1E00, KYU-ROKU WAPC
B23B9BED6CFE1E00, TZANHANIM
A0562947412E1F00, UAZ-469 KPV #reco1
6F9BE5B8462E1F00, UAZ PstOhj
1696CA4D21481F00, #command UH-14 CO
DA422D5470481F00, UH-60P
B8D9C2B71E551F00, GURKHAS
03842DD674551F00, MILAN 2
A003064AD7711F00, VDV '90
B83ABBB779751F00, US MARINES
24B6B0B4ECCE1F00, UNIMOG
2A4CCB5DEECE1F00, Smoke
0972E5AA1C9B2000, Valmet M78
EA6E5EB49ABA2000, Missile Air-Sol Maverick
6AEA76B49ABA2000, Missile Air-Air Sidewinder
FA6DC2A989FB2000, VÝSADKÁŘI
24B6780B73652100, ROVER WOMBAT
93D42494A4902100, Z-9A HJ-8
8B965541222C2200, #command XA-180 KOPA
55C55546222C2200, XA-185 KRKK
1616364950682300, YP-408 C&V #reco1
EC4D4309019B2300, YAK-38
9EF52D5DB7182400, Z-5A
2EEACE3F1D9B2400, ZÁLOŽNÍCI
D5379B320EDF2600, CHIEFTAIN MARKSMAN
C3A204C2359B2800, M109A2 R.C.H.A.
C34208C2359B2800, M113A1
C2620CC2359B2800, M125
A75E0D4235FC2800, KUB-M
33ED6A4837FC2800, 2S7 PIVONKA
D7327859D5FD2800, OT-64C
8C7214E4F2FD2800, #command VELITELSKÉ UAZ
B31E956E7E2F2900, Description not available
F46CA274AE2F2900, Quick-firing guns of small caliber (usually 20mm to 30mm), they trade high armor penetration for a better rate of fire. Deadly to infantry and unarmored or lightly armored vehicles alike, they compensate their low anti-tank value with the fact that the hail of rounds they throw at an armored target will quickly stress them. They are the only guns able to fire at aerial targets.
B7FAE72E4F4B2900, Howitzer, or « tube » artillery, are firing an average 3-4 rounds per salvos over long range and on an indirect trajectory. Slow to aim and to reload, they can be very accurate if teamed with a spotter.
32E3EA116E5A2900, Laser guided bombs anti-personal bombs fired and guided to target like any AGM. But they are only dealing damages to unarmored targets, and very few to armored ones.
E8AC9B56C95D2900, Multiple Launch Rocket Systems are artillery units firing quick volleys of heavy rocket. A saturation weapon, they are meant to stun or stress targets over a large area instea of inflicting damages on a single point. It can be fired over obstacles, but has a greater no-fire zone at minimum range than regular artillery.
2D3AEBA6555E2900, Description not available
B31E95B36B5E2900, Main Gun or Tank Gun are designed to fire either or both anti-tank and anti-personel rounds on a direct trajectory, therefore requiring a line-of-sight on target.
74AE2FE56E622900, Quick-firing guns of small or medium caliber (usually 20mm to 80mm), they trade high armor penetration for a better rate of fire. Deadly to infantry and unarmored or lightly armored vehicles alike, they compensate their low anti-tank value with the fact that the hail of rounds they throw at an armored target will quickly cause a lot of stress. They are the only guns capable of firing at aerial targets.
D12595A9A96F2900, Description not available
2D3AEBA655722900, Rocket launchers used by engineers and assault troops are firing incendiary rockets, very effective against soft targets or in urban fighting, but lesser against armored targets.
5C19BB34AA722900, Recoilless Rifles are anti-tank weapons of old design. More cumbersome than infantry LAWs, they also have much longer range. Usually mounted on vehicles such as jeeps, APC, etc., they turn into light tank destroyers, still dangerous to lightly armored vehicles.
5199AAF1EA722900, Description not available
295D975EC5752900, Smoke rocket pods works the same as regumar rocket pods, but aren't dealing any damages : they are used to quickly lay an effective wall of smoke to cover allies or blind enemies.
D12595B3CB7B2900, Description not available
D17595B3CB7B2900, Medium-Machine Guns are mounted on vehicles and provide them not only with extra firepower, but also a mean of close defense against helicopters and infantry. They deal both physical and suppression damages on unarmored targets.
C24208C2359B2900, M/113A1
C2620CC2359B2900, M/125
93D40483A0182A00, PTZ-59
93D42CD3A4182A00, Type 59-I
66ACDE79A7182A00, Type 59-IB
037CCDAE99AF2A00, CHIEFTAIN Mk.2
067CCDAE99AF2A00, CHIEFTAIN Mk.5
C2ADFEB359A72C00, RAKETENJAGDPANZER 1
C3ADFEB359A72C00, RAKETENJAGDPANZER 2
1C347899A4C63100, GAZELLE 342M HOT 2
15364D13DD9A3200, CH'ONMA-HO V
C27204C275D33300, NM106
C24208C275D33300, NM113
C2620CC275D33300, NM125
CA5190CB17D33500, UAZ-469A ZWIAD. #reco2
067CCDB47BEB3900, CENTURION Mk.5
077CCDB47BEB3900, CENTURION Mk.6
B329DF6A8B1B8100, D1504
8E14D59D2C0F8600, DANA
3A3BEBDE350CD500, 2K22 TUNGUSKA-M
B8CECEBA370CD500, 2K22 TUNGUSKA
9709E7BA1F9BD700, BRDM-2 MALUTKA-P 
9809E7BA1F9BD700, BRDM-2 MALYUTKA
9A09E7BA1F9BD700, BRDM-2 MALYUTKA-P
B0FBA73F1D09DD00, 2S1 GOŹDZIK
B09BFEF41E09DD00, 2S1 GVOZDIKA
BE8BE726BC10DD00, 2S3 AKATSIYA
2E9E9BF07211DD00, 2S3M AKATSIYA
A63BD3BCAB21DD00, 2S7 PIWONIA
D702690FA7CAEA00, Deprec! COMMANDOS PARA '85 #reco2
E96CC62DEB4A0602, HIGHLANDERS
778EDF744E5F8102, MOTOSTRELKI '90
A74C73C445109502, 9K33M3 ROMB
57B52C5D46109502, 9K33 OSA-AKM
66ACDE7967109502, MT-LB STRELA-10M
B79ACE7AEB05C202, A-10A THUNDERBOLT II
24B6E8AD5955C502, A-4K KAHU
24B6B43EDC55C502, A-4K SKYHAWK
306FB63EDC5DC502, A-4M SKYHAWK II
03CC9BAD0F77C502, A-4F SKYHAWK II
B3D9A2B3894DC602, A-5I
EC6CB6E86C62C602, A-5
6AAADFF93C41C702, A-6E TRAM INTRUDER
B79AEA773E4FC702, A-6A INTRUDER
C3ED9AF84D37C802, A-7E CORSAIR II
EC6D364C110CCC02, AB-204B VRACHT
6E67DE27DD08D202, AH-1 COBRA SIDEWINDER
27DD986AE709D202, AH-1T SEACOBRA IP
CDADD67A170AD202, AH-1W SUPERCOBRA
6A8B9AF5521CD202, AH-64A APACHE
273BD396531CD202, AH-64D LONGBOW #reco3
F94DA3F8531CD202, AH-64 ESCORT
81F12D462088D702, AMX-13 AU 105mm
C2015F462088D702, AMX-105 Mk.61
66EC5E5A2088D702, AMX-10P/MILAN
B7DE355C2088D702, AMX-10 RC SB
D82058102188D702, AMX-13 FL-12 #reco1
982158102188D702, AMX-13 FL-15
F3ACDE4C4088D702, AMX-30B2 BRENNUS
746CEE4C4088D702, AMX-30B
A62CD34DA090D802, COMMANDOS '90
2ACBBA4EA090D802, DIGGERS '90
A66E77CED590D802, #command TAC HQ
E96CCA32DD90D802, COMMANDOS
F8ADB2ACEB90D802, DIGGERS
B7EACEB4AB91D802, ASSAULT PIONIERS
6AAD77D04010DD02, AS 332F SUPER PUMA
DD302C4C6010DD02, AS.350 #reco2
26ABD3CD4018DD02, AS.532 VRACHT
6D3E9B9A7118DD02, AS565 PANTHER
F96C6ACC7518DD02, AS565 MB PANTHER
ADBA9B371328DD02, AS-90
24B61803B858DD02, ASLAV-25 #reco1
60071903B858DD02, ASLAV-25 FSV
61E61903B858DD02, ASLAV-25 TOW-2
24B6341AB858DD02, ASLAV-PC
33CD9AB77345DE02, Deprec! LIGHT RIFLEMEN '90
D06CC6EE7545DE02, ATGM MILAN F1
AA7BDFA6C424E002, AV-8B HARRIER II
AA7BDFA6D424E002, AV-8C HARRIER
B7EADEB72925E002, AV-8A HARRIER
B7C9EA74A345E002, COUGAR RECON #reco1
F1FFBB77A445E002, GRIZZLY
AE96BBB7F9B7E802, #command ACHZARIT PIKUD
D3A4E6B9AAD3F102, ALOUETTE II #reco2
5DA7E6B9AAD3F102, ALOUETTE SS-11
24B6E41DEEEEF102, STOLLY
7C6CE61DEEEEF102, ALVIS STALWART
B17BAAEEE9AEF202, AMFIBIEBIL 101
ECFCE4B16EE2F802, ASSAULT ENGINEERS
C2C531BF06AFFA02, AufkPz BRM-1 #reco3
E4F2FD500CAFFA02, AufklFz UAZ #reco2
8771E5A64CE7FA02, Automat M-56
4672E5A64CE7FA02, Automat M-85
B20ABB77DE350B03, BAC STRIKEMASTER
865AFBF9200C1403, BJ212 ZC #reco2
B3C99AF7870C1703, BM-27 URAGAN
2D7AAB7217101703, BM-30 SMERCH
8BC30D5A27681703, SPz BMP-1 SP-2
4672DC272D681703, BMP-685
38EECA3436681703, SPz BMP-2
8922DC273D681703, BMP- 2 Obr. 1986
B899ABB0C9811903, BOV RAKETAŠ
26FCAB7307FE1A03, BPzV SNĚŽKA #reco1
173CD3D570391C03, BRDM-2 KONKURS-M
3A3CD3D570391C03, BRDM-2 KONKURS
BA1F9BD770391C03, BRDM-2 MALYUTKA-P
827AE7DD70391C03, BRDM-2 STRZAŁA-1M
B17AE7DD70391C03, BRDM-2 STRELA-1M
74AE7BDF70391C03, Deprec! #command BRDM-2U
A90EBB5A50701E03, #command BTR-40 PIKUD
B1CBBA6060701E03, BTR-50 VIGILANT
B30B315A70701E03, BTR-60PB
746CB66480701E03, BTR-70 ZHALO
5DC77D4B90701E03, BTR-80A
397DD29CC3711E03, BTR-RD ROBOT
BF7AC39D43721E03, BTR-ZD SKREZHET
15562E4151721E03, BTR-40A #reco1
2E282C4172692003, BVP M-80A1 VIDRA
77EA828772692003, BVP M-96 VIDRA
8DD579C110182303, #command BY5020TSL
5C8615C110C72A03, BELL 204
24B61CC110C72A03, BELL 206 #reco2
5C860D4211C72A03, BELL 412
74FFE4AA1BDF2A03, BERLIET EXOCET
372D318D11083403, Bo 105M/VBH #reco2
39CC599811083403, Bo-105 SNEB
82B4689A11083403, Bo 105P/PAH-1
BB999B7B07FE3503, BPzV SVATAVA #reco3 
57D6F86A9C9A3703, COMVAT
26AED6268CA73703, BRDSKA PEŠ.
B37AB3B89ACE3A03, BGS #reco2
B7CACEE6DDE23A03, BUSHRANGER
6B9B9B9A91604B03, Deprec! PATHFINDERS '85 #reco2
4232D3B8CB604B03, BISON 81MM
A66EE3CED5604B03, #command COMMAND SQUAD
EEADE7B3DA604B03, CENTURION Mk.5AT
B5DEA9B70B614B03, ERYX
5A83BB793C614B03, #command ILTIS CP
6887BB793C614B03, ILTIS SCOUT #reco3
CF3534B46A614B03, LEOPARD C2 MEXAS
A68CC3B779614B03, CENTURION MARKSMAN
B93ADFB494085003, CF-188 HORNET
1F4BDFAD76145203, CH-46 PHROG
0BCDDE6683145203, CH-47C CHINOOK
24B6B86D83145203, CH-47C CHINOOK
343DBB6D83145203, CH-47C CHINOOK
CDADD67A87145203, CH-47C SUPER CHINOOK
6ABCBA9C914C5203, ZHÀNSHÌ '85
B37B9B57A04C5203, LÙ ZHÀNDUÌ '90
E94DF35DA04C5203, LÌ JIÀN '90
A66EE3CED54C5203, #command ZHIHUIBAN
B83ABBB7794D5203, LÙ ZHÀNDUÌ
F8ADB2B3C94D5203, LIÈ RÉN #reco2
EA7EABB8CA4D5203, YŪBÈIYÌ
AAACC6ABCB4D5203, ZHÀNSHÌ
F8ADD6B5D94D5203, FÁNG HUÀ BĪNG
6A3EEB12EC4D5203, TÁNKÈ SHĀSHǑU
52330803C5385703, #command BJ212
EEADE7B3DA385703, #command FFC CENTURION
66BEAA6EDB385703, #command CMD CHIEFTAIN Mk.10
AD29CF74DB385703, #command CH'ONMA-HO CV
55C621C850395703, #command K277 JIHWI-CHA
192708C255395703, #command K111 JIHWI-CHA
C24208C255395703, #command M113A1 JIHWI-CHA
E96DD6B46A395703, #command PzBefWg LEOPARD 2
82B4F4B36F395703, #command LYNX AH.1 CP
19472C4971395703, #command M48A3 JIHWI-CHA
19662C4971395703, #command KoVogn M48A5
4420EC77DE395703, #command STRISTRV 103B
9372A8B5EF395703, #command ZZZ-59-I
1481A8B5EF395703, #command NANA-SAN SHIKI CV
5481A8B5EF395703, Deprec! #command NANA-YON C SHIKI CV
CD90A8B5EF395703, #command HACHI-NI SHIKI CV
987214E4F2395703, #command UAZ-469B
46329B6E6ACE6603, CANADIAN RIFLES '85
2E379B6E6ACE6603, CANADIAN RIFLES
D74CBBB79ECF6A03, CENTURION Mk.7
047CCD6A1C9B6D03, CHALLENGER 1 Mk.3
B7CACE6A1C9B6D03, CHALLENGER 1 Mk.1
B7AAE6B47B9B6D03, CHARIOTEER
107EEB2A8E9B6D03, CHASSEURS '85
98B0B466AEAA6D03, CHEETAH PRTL A1
4223C1343DBB6D03, CHINOOK HC.1
D344B7A63CD36D03, CH'ONMA-HO II
E044B7A63CD36D03, CH'ONMA-HO IV
1546B7A63CD36D03, CH'ONMA-HO
B94933B979CA7403, STRB 90 H 
B7D9044551408B03, DAF YA 4440 VRACHT
A9A9DBB873359503, #command STABSDELING
F76D86264FBB9503, OH-58D KIOWA Wr. #reco3
2A7AD39099C7AA03, DELTA FORCE
9DC9D3F96CE2AA03, SAPERZY SZTURMOWI
BB7A67B8599BAF03, DJAPAS OREV
4630DCAA3BDFB403, DORNIER 205
B71AF3F4AD1DCB03, EA-6B PROWLER
ACD91550A034DC03, ERC-90 SAGAIE
F8ADABB76BC6E803, ZWIADOWCY #reco2
AF79E32E0DBBF703, ERIKOISRAJAJÄÄKÄRI #reco2
6ADEB2EE4ADFFA03, EUROFIGHTER TYPHOON
EB6DE65D54040204, F-104G STARFIGHTER
EE7A9B7957040204, F-104G STARFIGHTER
24B6947823080204, F-111C
2AECDE79F7180204, F-15D EAGLE
028CD231B31C0204, F-16A BLOCK 15
1626C068CC1C0204, F-16A BLOCK 1
1666C068CC1C0204, F-16A BLOCK 5
16160870CC1C0204, F-16A BLOCK 10
16660870CC1C0204, F-16A BLOCK 15 OCU
136CDE26D31C0204, BARAK II
0C8CD2F1D91C0204, KF-16C
6EDEB22EF41C0204, F-16C FIGHTING FALCON
E1ACC2E6ED180404, F 35 DRAKEN WDNS
41100CB75E3D0504, KURNASS 2000
386ECEB75E3D0504, KURNASS
329DCF66AB3D0504, F-4E PHANTOM II
329DCF66AB410504, F-4F
329DCF66AB510504, F-4J PHANTOM II
329DCF66AB750504, F-4S PHANTOM II
EC6CFAB3DA760604, F-5
B3E9CF6ADB310704, F-6C
7ACACE6ADB300804, F-7B
340CD37E051D0904, F-86F KYOKKO
EA7CD3D292080B04, F/A-18A HORNET
EA7CD35293080B04, F/A-18C HORNET
EA7CD3D293080B04, F/A-18E SUPER HORNET
B93ADFB494080B04, F/A-18A HORNET
B789E3BA64241C04, HUSSARDS '85 #reco2
B37B9B179D361C04, COMMANDO-MARINE
378D764220801D04, SCORPION LIGHT TANK
24B6A09D10082004, SCORPION 90
F54DA39D10082004, FV101 SCORPION #reco1
B07BE7DD10082004, FV102 STRIKER
F96DD61D11082004, FV103 SPARTAN #reco1
661EEB9D11082004, #command FV105 SULTAN
AEECA21D12082004, FV107 SCIMITAR #reco1
6A7A9BDC40142004, FV432 RARDEN
379D770441142004, FV4333 STORMER
397D9E0B41142004, FV433 ABBOT
341A9B5041142004, FV434 FALCON
EE7D9B6120182004, FV510 WARRIOR
EE7D9BA120182004, #command FV511 WARRIOR
A9199B9D101C2004, FV601 SALADIN
A8799B1D111C2004, FV603 SARACEN
EA7DAB9010202004, FV701 FERRET #reco1
EA7DABD020202004, FV712 FERRET #reco2
F2EDB6281EC72604, FJB-40
B87C9B301EC72604, FALLSKÄRMSJÄGARE #reco2
F2ADBE301EC72604, FALLSKJERMJEGER '90
B21C0CA83ACF2A04, FENNEC 20mm
034F7BA83ACF2A04, FENNEC TOW-2
B7DA9A353EDF2A04, FERNSPÄHER #reco2
663E3FB97ADF2A04, FERRET ENTAC
CB005FB97ADF2A04, FERRET Mk.2 #reco1
66CC4EB0C9993104, Fla-Kom IGLA-1
5C6A72B0C9993104, FRR ROLAND 3
819077B0C9993104, Fla-Kom STRELA-10M
EA9D77B0C9993104, Fla-Kom STRELA-2
B1DB76BF069B3104, Fla-SFL 23/4W1
46E6FD9A2C9B3104, FlammPz TO-55
9CBEEA10DEA23A04, #command FUCHS Füfu
CB87B3B37EB73A04, #command FÜHRUNGS UAZ
B21C0C8205756104, GW-SFL TUNDSCHA
268EEBAD9ADE6604, SPEJDERNE #reco2
82B4A871ACFE6604, GAZELLE AH.1 #reco3
328DAAA9EACE6A04, PIONEERS
F3ACCAB76AEE6A04, GEVÆRMENN '90
9937A9AB79DF6E04, GIRRAFE I-TOW
61E6A9AB79DF6E04, GIRRAFE TOW
B92AD3B9399B7704, GRANÁTOMET AGS-17 
2A8C9AD4ACAA7704, GREEN JACKET #reco2
F8ADBAA939AB7704, GRENADIERS
E96CCA7425149504, #command HK-41 KOMANDNI
83299BD165149804, HN-45M GAMA 2
66ACFE6634149904, HO-42 GAZELA
C920901C16149E04, HT-40 NRZ 128
73AEDEAA17149E04, HT-40 TERETNI
744AFBAE24099F04, UH-1H
AA2CAB6F7BABA604, HÆR HJEMMEVÆRNET 
DEA22DD7ADCAA604, HAMER MAPATS
0217DDAA7BDFA604, HARRIER GR.1
0417DDAA7BDFA604, HARRIER GR.3
0617DDAA7BDFA604, HARRIER GR.5
0817DDAA7BDFA604, HARRIER GR.7
1636689306F3A604, M727 I-HAWK HEOS
7A8BE2B929BBAA04, HEIMATSCHÜTZEN
EA7CABBB2ABBAA04, LHV
B93ADFAAB9CBAA04, HEMVÄRNSMÄN
B79ACE66DCB2AE04, HIGHLANDERS '90
DD90BBB73A9FBE04, HIBNERYT ZUR-23-2S
1F99BBB73A9FBE04, HIBNERYT ZU-23-2
387C9B17D869DE04, ITPSV MARKSMAN
03627C1DD869DE04, ITPSV SU-57-2
AC9AE7748EA7F104, ILDSTOTTEGRUPPE
3C0DEB10EEE6F104, #command ILTIS KdoW
8235B917EEE6F104, ILTIS MILAN 1
8335B917EEE6F104, ILTIS MILAN 2
A77AE7B849090305, J-21 JASTREB
EEEBBEB3E9520305, J-5
B8799B5AA0680B05, KŪTEI '90
2A3B9B5CA0680B05, Deprec! JSDF RANGERS '90 #reco2
6ABCBA5CA0680B05, SYOUJYŪ-BUNTAI '90
A66EE3CED5680B05, #command HONBU-HAN
F7A2E274DC680B05, KIN-SAM CLOSED ARROW
AA3ABBECFC680B05, HUDOU-REN
F8ADB2B3C9690B05, JSDF RANGERS #reco2
AAACC6ABCB690B05, SYOUJYŪ-BUNTAI 
B7CACE6EDE690B05, STINGER
93D4CCA62B221205, JH-7 FEIBAO
B329CB7495B22605, PALR MILAN
8BC045B7A9B32605, JAGUAR GR.1A
8BB004C555AB2A05, ROVER MILAN
24B604C555AB2A05, JEEP M40
55C6D1ADCB044405, K30 BIHO
DCADA6B3DE7A4A05, K9 THUNDER
EC4CB32AF5185005, KF-5E JEGONG-HO
5C98799320085705, K113 I-TOW
1917669E20085705, K113 TOW-2
4720080B21085705, M113 106mm M40
9937090B21085705, KM113A1 I-TOW
55C6090B21085705, KM113A1
61E6090B21085705, KM113A1 TOW
347B9B68600C5705, K-511 CARGO
30AADF79600C5705, K-511
1C8DAA7710285705, KM900 #reco1
43342C4971FD5A05, KPz M48A2G2
0BB54C1312086005, KV-107 SHIRASAGI
A6F9CE6E7E9B6605, KAARTINJÄÄKÄRI
C3407CE46FCA6605, URAL ZU-23-2
2EDFA2F85ACB6605, KAMPFSCHWIMMER #reco2
75CA9AEF4CCF6605, KANONENJAGDPANZER
294DCFE96CCA7405, #command KOM. ODELJENJE
3AFDD2F9ACCA7405, #command KOMENTOJOUKKUE
FA42A7B329CB7405, SPEZIALAUFKLÄRER #reco2
3F7AE1B70ECF7405, PTŘS KONKURS-M
B37B9B175EDF7405, KORPS MARINIERS
8C702D86E1FD7505, KPz T-55AM1PB 
CC702D86E1FD7505, KPz T-55AM2PB 
B7C9AAE69BE37A05, KUSTJÄGARE
0B25CB4720E87E05, MITSUBISHI 106mm
94B75C7ADBE87E05, MITSUBISHI CHU-MAT
94B75CBA4FE97E05, MITSUBISHI JYU-MAT
6ECDD331E32C8B05, LAAD BLOWPIPE
B91ACBA6E42C8B05, LLRkt HAMLET
AAAFA62AE72C8B05, LAAD REDEYE
2A3BBB79E72C8B05, LAAD STINGER A
B94EA39D31808B05, LAV-25 SCOUT #reco1
5EB7404190089905, LO-1800 FASTA-4
74EC7619A8759A05, ŠILO
EA9D7719A8759A05, STRELA 2M/A
F9ACDEAA066A9C05, LRPV PERENTIE #reco3
9995694B905C9E05, LT M-80A POLO
B26CC6AB8ACEA605, M9
CBB54033EDB2AA05, LEGION '90
748BAA9A09B7AA05, LEHKA PECHOTA
2DDAA9798BBAAA05, LEICHTE SCHÜTZEN
07A20842B7D0AA05, LEOPARD AS1
43A20842B7D0AA05, #command CMD LEOPARD AS1
46A20842B7D0AA05, LEOPARD AS1+
19262C8259D3AA05, LEOPARD 1A1NO
C222A4B759D3AA05, PzAufk LEOPARD 1A1 #reco1
C322A4B759D3AA05, LEOPARD 1A2
C422A4B759D3AA05, #command PzBefWg LEOPARD 1
C522A4B759D3AA05, LEOPARD 1A4
C622A4B759D3AA05, LEOPARD 1A5
7223A4B759D3AA05, #command LEOPARD 1 NL CO
9523A4B759D3AA05, LEOPARD 1A3-DK
1626A4B759D3AA05, LEOPARD 1 NL
1926A4B759D3AA05, LEOPARD 1NO
2A27A4B759D3AA05, LEOPARD VERKENNING #reco2
1828A4B759D3AA05, LEOPARD 1-V
C232A4B759D3AA05, LEOPARD 2A1
C532A4B759D3AA05, LEOPARD 2A4
C632A4B759D3AA05, LEOPARD 2A5
E9ED326A9CE7AE05, AH-6C LITTLE BIRD
81A2A6B7C9EEAE05, LIVGARDEN '85
61E609D2D2CFBE05, LYNX AH.1 TOW
723020D2D2CFBE05, LYNX AH.7 20mm
61E621D2D2CFBE05, LYNX AH.7 TOW 2
8A005F923104C205, M1025 HUMVEE Mk.19 #reco1
EA2EEB923104C205, #command M1025 HUMVEE CP
666C6AC7A204C205, M109A6 PALADIN
7FEEF2B4A404C205, M109 
2E4F4BC31208C205, M110A2
7FEEF2B41408C205, M110
9C2C1F814008C205, M113 106mm M40
011110C24208C205, M113A1 30/30
811110C24208C205, M113A1 30/50
AC793BC24208C205, M113A1 DRAGON
0BD841C24208C205, M113A1 FSV
0BC859C24208C205, M113A1 LRV #reco1
0BC85DC24208C205, M113A1 MRV #reco1
EEECCAC24208C205, M113A1 MINIGUN
6AAD77C44208C205, M113A3 SUPER DRAGON
FDEC5B5C4308C205, M113 C&R #reco1
16660C604308C205, M113 C&V 25mm  #reco1
A87AD7AA4308C205, Deprec! M113_DEPREC
0BB658D34508C205, M113 MILAN
9EF75DC22218C205, M151A2 MUTT #reco2
3A8D76C22218C205, OPKLARINGS M/151 #reco2
61E64DC32218C205, M151A2 I-TOW
9DB380C2421CC205, M163 VULCAN
9DB380C3421CC205, M163 CS
9DB38093461CC205, M163 PIVADS
D1B268DDA028C205, M1992 SPAAG
B86CDEE7222CC205, M1A1 ABRAMS
E67D2E8B242CC205, M1A1(HA) ABRAMS
E67D2E8D242CC205, M1A1(HC) ABRAMS
B86CDEE7322CC205, M1A2 ABRAMS
BA87CBE67D2EC205, #command CMD M1 ABRAMS
B86CDEE7A24DC205, M1IP ABRAMS
D5D771D61520C305, M270 MLRS
6A9C9A37232CC305, M2A1 BRADLEY IFV
6A9C9A37432CC305, M2A2 BRADLEY IFV
ECECCE3C7D33C305, M2 Browning
177EEBF04C57C305, BRDM-2 KONKURS-M
B28EC93A660CC405, M325 NUN-NUN
317DE7A6660CC405, M325 PATROL #reco2
6A9C9A37232CC405, M3A1 BRADLEY CFV #reco2
6A9C9A37432CC405, M3A2 BRADLEY CFV #reco2
6A8EEB8EB00CC505, FLAKPZ. M42A1
D4ADE6B8EE0CC505, M42 AAG
F76DD666DB24C505, M48 CHAPARRAL
266BDE9A6210C605, M53/59 PRAGA
A97BAB6D2718C605, M551 ACAV #reco1
EC5EA7328C20C605, #command M577 KPV
A6D6658BB004C705, M60A1 AOS
DDB7708FB004C705, M60A1 ERA
749E9B9AB004C705, M60A1 USMC
DAD34D9CB004C705, M60A1 RISE PATTON
9D2C07C3B004C705, M60A2E2 STARSHIP
F86DE6DDB004C705, M60A2E1 STARSHIP
749E9B1AB104C705, M60A3 PATTON
E272ABB5DE05C705, SUPER M60
745DBBA4B020C705, M67A1 ZIPPO
B87BB32A4E5FC705, M6 MOSEGRIS
8406F3A6840CC805, M727 I-HAWK PIP III
9306F3A6840CC805, M727 I-HAWK PIP II
0ECC9BD2840CC805, M/727 I-HAWK
1CCC9BD2840CC805, M727 I-HAWK
18CC9BED840CC805, M727 I-HAWK
988ACEA63518C805, M752 LANCE
B36EB6AF7A47C905, M-8 GREJHAUND #reco1
5FE84DC22204CA05, M901A1 ITV
B7CACE6EDE11CA05, LLRkt M/93
DDACCA66AC15CA05, SVLR M-94 Plamen-S
AABACBBA9428CA05, M998 HUMVEE
26AF62446190CB05, MAZ-543 NEWA-SC
1C4F7B531018CE05, MD 500 I-TOW
2A8CD25C1018CE05, MD 500D S-5
B94EA35D1018CE05, SCOUT DEFENDER #reco1
338DEB5D1018CE05, MD 500D SUSONG-PO
E8ADE66EAD53CE05, V-LKV MD JUPITER
503ABB92560CD305, Mi-24P
4F3ABB12580CD305, Mi-24V
28BD9BD2920CD305, Mi-28
66AEFEB7E60CD305, #command MI-2D PRZETACZNIK
AF2B9318F70DD305, Mi-2 URN ŻMIJA
EE1C451AF70DD305, Mi-2 URP-G GNIEWOSZ
666C761AF70DD305, Mi-2 URP SALAMANDRA
CBB2389C6610D305, DHS Mi-24P
748DCFE6ED15D305, Mi-4T
B5DBE2B31E25D305, Mi-8 GUNSHIP
E65D5DC4C058DE05, MT-LB 23M KRAK
F2ADE76DC758DE05, MT-LB SHTURM-S
6AECE226C858DE05, MT-LB VASILEK
B9CA1C2D6AB2E605, MAG'ACH 6 BET GAL
6ED4202D6AB2E605, MAG'ACH 7C GIMEL
0BC40DB79ADEE605, MARDER 2
849571B79ADEE605, FRP ROLAND 3
8B9571B79ADEE605, FRP ROLAND 2
42E781B79ADEE605, MARDER VTS1
2AABBEEAECDEE605, MARINEJEGER #reco2
8672ABEEECDEE605, KORPS MARINIERS '95
D5379B320EDFE605, CHALLENGER MARKSMAN
E64EFFEE6CB6EA05, MEHANIZOVANA PEŠ.
BFC998BB09DFEA05, MERKAVA IIID BAZ
